"species"	"Americas"	"AfricaWAsia"	"EAsiaPacific"	"Climbing"	"Acaulescent"	"Erect"	"StemSolitary"	"StemArmed"	"LeavesArmed"	"MaxStemHeight_m"	"MaxStemDia_cm"	"UnderstoreyCanopy"	"MaxLeafNumber"	"Max_Blade_Length_m"	"Max_Rachis_Length_m"	"Max_Petiole_length_m"	"AverageFruitLength_cm"	"MinFruitLength_cm"	"MaxFruitLength_cm"	"AverageFruitWidth_cm"	"MinFruitWidth_cm"	"MaxFruitWidth_cm"	"FruitSizeCategorical"	"FruitShape"	"Conspicuousness"	"AnimalFood"	"EnvironmentalUses"	"Fuels"	"GeneSources"	"HumanFood"	"InvertebrateFood"	"Materials"	"Medicines"	"Poisons"	"SocialUses"	"IUCN_TS_sum"	"IUCN_TS_sum_InclOld"	"Subset"	"Predicted_class_LEAST"	"Predicted_PnonLC_LEAST"	"Predicted_PLC_LEAST"	"Expert"	"subset_plot_iucn_LEAST"	"subset_plot_IUCNpreds1_LEAST"	"subset_plot_IUCNpreds2_LEAST"	"subset_plot_IUCNpreds1_exp_LEAST"	"subset_plot_IUCNpreds2_exp_LEAST"	"Continent"	"GrowthForm"	"Armed"	"MaxLeafLen_m"	"AvFruitLen_cm_mod"	"AvFruitWid_cm_mod"	"AvFruitVol_cm3"	"FruitDim1_cm"	"FruitDim2_cm"	"Small_bird_food"	"Large_bird_food"	"Bird_food"	"Small_mammal_food"	"Large_mammal_food"	"Mammal_food"	"High_C_trapper"	"Int_C_trapper"	"Low_C_trapper"	"High_or_Int_C_trapper"	"Human_use_all"	"Human_use_food"	"Human_use_materials"	"Human_use_medicine"	"Human_use_cultural"
"Syagrus amara"	1	0	0	0	0	1	"1"	0	0	20	24	"canopy"	22	3.55	3.64	0.2	6	4.1	7	4.05	3.4	4.7	"large"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	3.75	6	4.05	51.5299735005066	6	4.05	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus angustifolia"	1	0	0	0	1	0	"0"	0	0	NA	NA	"understorey"	8	NA	0.57	0.14	3.15	2.8	3.5	1.6	1.5	1.7	"small"	"ellipsoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.717503906738337"	"0.282496093261663"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	NA	3.15	1.6	4.22230052642468	3.15	1.6	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus botryophora"	1	0	0	0	0	1	"1"	0	0	18	25	"canopy"	19	3.35	3	0.4	4.25	3.5	5	2.6	2.2	3	"large"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LC"	"LC"	"TRAIN"	NA	NA	NA	NA	"LC"	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	3.75	4.25	2.6	15.0429928229391	4.25	2.6	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus caerulescens"	1	0	0	0	1	0	"1"	0	0	0.15	8	"understorey"	6	NA	0.87	0.14	2.25	2	2.5	1.75	1.5	2	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.742259484434509"	"0.257740515565491"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	NA	2.25	1.75	3.60792281310703	2.25	1.75	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus campestris"	1	0	0	0	0	1	"2"	0	0	3	15	"understorey"	10	0.74	0.74	0.26	3.15	2.8	3.5	2.6	2.2	3	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.694514920712001"	"0.305485079287999"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	1	3.15	2.6	11.1495123275902	3.15	2.6	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Syagrus campylospatha"	1	0	0	0	1	0	"0"	0	0	1.5	NA	"understorey"	6	1.5	1.2	0.33	2.5	2	3	1.6	1.2	2	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.675623822646642"	"0.324376177353358"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	1.83	2.5	1.6	3.35103216382911	2.5	1.6	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus cardenasii"	1	0	0	0	0	1	"2"	0	0	4	10	"understorey"	12	3	1.6	1.45	3.1	2	4.2	1.85	1.7	2	"small"	"globose"	"cryptic"	0	0	0	0	0	0	0	0	0	0	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.559855910217543"	"0.440144089782457"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	4.45	3.1	1.85	5.55525210940405	3.1	1.85	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"
"Syagrus cearensis"	1	0	0	0	0	1	"2"	0	0	10	18	"canopy"	15	3.7	3.2	0.55	3.75	3.5	4	3.5	3	4	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.672253865843413"	"0.327746134156587"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	4.25	3.75	3.5	24.0528187540469	3.75	3.5	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus cerqueirana"	1	0	0	0	0	1	"2"	0	0	0.1	NA	"understorey"	9	0.3	0.75	0.24	2.9	2.3	3.5	1.7	1.2	2.2	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.680955021973185"	"0.319044978026815"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	0.54	2.9	1.7	4.38828133828934	2.9	1.7	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Syagrus cocoides"	1	0	0	0	0	1	"1"	0	0	9	12	"canopy"	22	4	1.8	0.24	4.65	3.5	5.8	2.5	1.5	3.5	"large"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.19066069386747"	"0.80933930613253"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	4.24	4.65	2.5	15.2170894158256	4.65	2.5	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus comosa"	1	0	0	0	0	1	"1"	0	0	7	15	"canopy"	12	1.67	1.4	0.44	2.6	2	3.2	1.75	1.4	2.1	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.161485121308216"	"0.838514878691784"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	2.11	2.6	1.75	4.16915525070145	2.6	1.75	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus coronata"	1	0	0	0	0	1	"1"	0	1	12	25	"canopy"	30	4	2.8	1.7	2.75	2.5	3	1.85	1.7	2	"small"	"ovoid"	"conspicuous"	0	0	0	0	1	0	1	1	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.216024904502702"	"0.783975095497298"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	1	5.7	2.75	1.85	4.92804622608424	2.75	1.85	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"
"Syagrus deflexa"	1	0	0	0	0	1	"2"	0	0	3	10	"understorey"	7	1	0.85	0.22	3.75	3	4.5	1.75	1.5	2	"small"	"ellipsoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.73478779978516"	"0.26521220021484"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	1.22	3.75	1.75	6.01320468851171	3.75	1.75	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus duartei"	1	0	0	0	1	0	"1"	0	0	2	12	"understorey"	12	1.2	0.9	0.14	3.4	3	3.8	2.85	2.5	3.2	"small"	"elongate"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.715562026698811"	"0.284437973301189"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	1.34	3.4	2.85	14.4599655863104	3.4	2.85	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus emasensis"	1	0	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.741931800969334"	"0.258068199030666"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus evansiana"	1	0	0	0	1	0	"1"	0	0	1	NA	"understorey"	11	0.95	0.95	0.26	1.9	1.5	2.3	1.9	1.5	2.3	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.66613742375675"	"0.33386257624325"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	1.21	1.9	1.9	3.59136400182873	1.9	1.9	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA
"Syagrus flexuosa"	1	0	0	0	0	1	"2"	0	0	5	20	"understorey"	15	1.69	1.13	0.34	4.25	3	5.5	2.25	1.5	3	"large"	"ovoid"	"cryptic"	0	1	0	0	0	0	0	0	0	0	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.452267056486562"	"0.547732943513438"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	0	2.03	4.25	2.25	11.2655549062321	4.25	2.25	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"NO"
"Syagrus glaucescens"	1	0	0	0	0	1	"1"	0	0	5	12	"understorey"	10	1	1.18	0.36	2.5	2	3	2.05	1.6	2.5	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	1.36	2.5	2.05	5.50105963612963	2.5	2.05	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus glazioviana"	1	0	0	0	0	1	"1"	0	NA	0.1	NA	"understorey"	8	NA	1.29	0.29	2.5	2	3	1.95	1.9	2	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.406745734320495"	"0.593254265679505"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	NA	NA	2.5	1.95	4.97746086053133	2.5	1.95	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus gouveiana"	1	0	0	0	0	1	"1"	0	0	0.1	NA	"understorey"	4	NA	0.75	0.08	2.05	1.7	2.4	2.05	1.7	2.4	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.744791574964955"	"0.255208425035045"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	NA	2.05	2.05	4.51086890162629	2.05	2.05	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus graminifolia"	1	0	0	0	1	0	"2"	0	0	0.15	4	"understorey"	15	0.8	0.84	0.15	2.6	2	3.2	1.95	1.2	2.7	"small"	"ellipsoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"NO_ML"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	0.95	2.6	1.95	5.17655929495258	2.6	1.95	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus guimaraesensis"	1	0	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.74434339342619"	"0.25565660657381"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus harleyi"	1	0	0	0	1	0	"2"	0	0	0.1	NA	"understorey"	8	2.53	1.8	0.44	2	1.5	2.5	1.75	1	2.5	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.539339486750871"	"0.460660513249129"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	2.97	2	1.75	3.20704250053958	2	1.75	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus hoehnei"	1	0	0	0	0	1	"1"	0	0	5	15	"understorey"	22	1.05	0.75	0.33	3.15	3	3.3	2.15	2	2.3	"small"	"globose"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.604871264595612"	"0.395128735404388"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	1.38	3.15	2.15	7.62405632163988	3.15	2.15	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus inajai"	1	0	0	0	0	1	"1"	0	0	15	15	"canopy"	18	4.3	3.9	0.04	4.35	3.2	5.5	2.75	2.5	3	"large"	"globose"	"conspicuous"	0	0	0	0	1	0	1	1	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.194366793681964"	"0.805633206318036"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	4.34	4.35	2.75	17.2247634710103	4.35	2.75	"NO"	"YES"	"YES"	"NO"	"NO"	"NO"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"YES"	"NO"
"Syagrus insignis"	1	0	0	0	0	1	"1"	0	0	NA	NA	"NA"	NA	NA	NA	NA	3.15	3	3.3	NA	NA	NA	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	NA	3.15	NA	NA	3.15	NA	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus itacambirana"	1	0	0	0	1	0	"2"	0	0	0.1	NA	"understorey"	9	NA	0.46	0.15	2.15	1.8	2.5	2.4	2.1	2.7	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.718785634260699"	"0.281214365739301"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	NA	2.15	2.4	5.80880481648753	2.4	2.15	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus itapebiensis"	1	0	0	0	0	1	"1"	0	0	NA	NA	"NA"	NA	NA	NA	NA	1.35	1.2	1.5	1	0.9	1.1	"small"	"NA"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.728174227246155"	"0.271825772753845"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	NA	1.35	1	0.706858347057703	1.35	1	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus kellyana"	1	0	0	0	0	1	"1"	0	0	5	18	"understorey"	12	NA	4	0.11	3.75	3.5	4	2.75	2.6	2.9	"small"	"ovoid"	"conspicuous"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.740014673170432"	"0.259985326829568"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	NA	3.75	2.75	14.848934026733	3.75	2.75	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus lilliputiana"	1	0	0	0	0	1	"1"	0	0	0.06	2.5	"understorey"	8	NA	0.3	0.08	1.75	1.7	1.8	1.45	1.4	1.5	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.663120443918457"	"0.336879556081543"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	NA	1.75	1.45	1.92651624496699	1.75	1.45	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus loefgrenii"	1	0	0	0	1	0	"2"	0	0	0.06	15	"understorey"	8	NA	0.7	0.23	3.1	3	3.2	1.25	1	1.5	"small"	"ellipsoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.618307075571495"	"0.381692924428505"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	NA	3.1	1.25	2.53618156930426	3.1	1.25	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus longipedunculata"	1	0	0	0	0	1	"1"	0	0	0.14	6	"understorey"	6	NA	0.89	0.11	2.15	2	2.3	1.5	1.3	1.7	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.742296229197207"	"0.257703770802793"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	NA	2.15	1.5	2.53290907695677	2.15	1.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus lorenzoniorum"	1	0	0	0	0	1	"1"	0	0	4	16	"understorey"	17	NA	2.7	0.02	2.75	2.5	3	2.5	2.4	2.6	"small"	"globose"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.66445360051619"	"0.33554639948381"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	NA	2.75	2.5	8.99935395559576	2.75	2.5	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	NA	NA	"NO"	NA	NA	NA	NA	NA	NA
"Syagrus macrocarpa"	1	0	0	0	0	1	"1"	0	0	10	20	"canopy"	20	4	1.33	0.43	7.75	6.5	9	3.75	3	4.5	"large"	"ellipsoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	4.43	7.75	3.75	57.0640853093458	7.75	3.75	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus mendanhensis"	1	0	0	0	1	0	"2"	0	0	0.04	10	"understorey"	8	NA	1.02	0.15	3	2.8	3.2	1	NA	NA	"small"	"ellipsoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	NA	3	1	1.5707963267949	3	1	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus menzeliana"	1	0	0	NA	NA	NA	"NA"	NA	NA	NA	NA	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA"	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.74437808030208"	"0.25562191969792"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	NA	NA	NA	NA	NA	NA	NA	NA	"NO"	"NO"	"NO"	"NO"	"NO"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus microphylla"	1	0	0	0	1	0	"2"	0	0	0	NA	"understorey"	12	1.26	0.62	0.35	2	1.5	2.5	1.15	1	1.3	"small"	"NA"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.665858445796656"	"0.334141554203344"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	1.61	2	1.15	1.3849187614575	2	1.15	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus minor"	1	0	0	0	1	0	"1"	0	0	0	3.5	"understorey"	6	NA	0.46	0.19	2.4	2	2.8	1.65	1.3	2	"small"	"ellipsoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"nonLC"	"0.740480446353594"	"0.259519553646406"	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	NA	2.4	1.65	3.42119439975928	2.4	1.65	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	NA	NA	NA	NA	NA	NA	NA	NA
"Syagrus oleracea"	1	0	0	0	0	1	"1"	0	0	20	30	"canopy"	20	3.98	3.8	0.16	5.5	4	7	2.35	2.1	2.6	"large"	"ovoid"	"cryptic"	1	0	0	0	1	0	1	0	0	0	"NE"	"NE"	"PREDICTED"	"LC"	"0.160389646502769"	"0.839610353497231"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"E"	0	4.14	5.5	2.35	15.9036583103288	5.5	2.35	"NO"	"NO"	"NO"	"NO"	"YES"	"YES"	"YES"	"NO"	"NO"	"YES"	"YES"	"YES"	"YES"	"NO"	"NO"
"Syagrus orinocensis"	1	0	0	0	0	1	"2"	0	0	12	15	"canopy"	10	3.65	2.5	0.08	3.5	3	4	2.05	1.9	2.2	"small"	"globose"	"conspicuous"	0	0	0	0	0	0	1	0	0	0	"NE"	"nonLC"	"PREDICTED"	"LC"	"0.279783179287401"	"0.720216820712599"	NA	"nonLC"	"nonLC"	"LC"	"nonLC"	"LC"	"Americas"	"E"	0	3.73	3.5	2.05	7.70148349058148	3.5	2.05	"YES"	"NO"	"YES"	"NO"	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"YES"	"NO"	"YES"	"NO"	"NO"
"Syagrus petraea"	1	0	0	0	1	0	"2"	0	0	0.3	NA	"understorey"	8	1.69	1.25	0.12	2.25	2	2.5	1.7	1.6	1.8	"small"	"ellipsoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"NE"	"PREDICTED"	"LC"	"0.18524701892958"	"0.81475298107042"	NA	NA	"LC"	"LC"	"LC"	"LC"	"Americas"	"A"	0	1.81	2.25	1.7	3.40470103832794	2.25	1.7	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus picrophylla"	1	0	0	0	0	1	"1"	0	0	8	20	"canopy"	12	3.19	3.07	0.14	3.5	3	4	2.3	2	2.6	"small"	"ovoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"nonLC"	"nonLC"	"TRAIN"	NA	NA	NA	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"E"	0	3.33	3.5	2.3	9.6944313302025	3.5	2.3	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
"Syagrus pleioclada"	1	0	0	0	1	0	"1"	0	0	0.5	13	"understorey"	7	1.2	0.97	0.06	2.5	2	3	1.9	1.5	2.3	"small"	"ellipsoid"	"cryptic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NE"	"nonLC"	"PREDICTED"	"nonLC"	"0.64920493292837"	"0.35079506707163"	NA	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"nonLC"	"Americas"	"A"	0	1.26	2.5	1.9	4.72547894977465	2.5	1.9	"NO"	"NO"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	"NO"	"YES"	NA	NA	NA	NA	NA
